"","participant","cue","response","response_order","condition"
"4141","MM_024","stand","tall",1,"n"
"4142","MM_024","stand","up",2,"n"
"4143","MM_024","stand","proud",3,"n"
"4144","MM_024","sneaker","shoe",1,"n"
"4145","MM_024","sneaker","snickers",2,"n"
"4146","MM_024","sneaker","sneaky",3,"n"
"4147","MM_024","tiger","orange",1,"n"
"4148","MM_024","tiger","black",2,"n"
"4149","MM_024","tiger","white",3,"n"
"4150","MM_024","wind","swoosh",1,"n"
"4151","MM_024","wind","swirl",2,"n"
"4152","MM_024","wind","cold",3,"n"
"4153","MM_024","will","not",1,"n"
"4154","MM_024","will","boy",2,"n"
"4155","MM_024","will","eat",3,"n"
"4156","MM_024","drive","car",1,"n"
"4157","MM_024","drive","plane",2,"n"
"4158","MM_024","drive","wheel",3,"n"
"4159","MM_024","people","person",1,"n"
"4160","MM_024","people","talk",2,"n"
"4161","MM_024","people","loud",3,"n"
"4162","MM_024","take","away",1,"n"
"4163","MM_024","take","give",2,"n"
"4164","MM_024","take","presents",3,"n"
"4165","MM_024","please","give",1,"n"
"4166","MM_024","please","no",2,"n"
"4167","MM_024","please","lie",3,"n"
"4168","MM_024","fine","happy",1,"n"
"4169","MM_024","fine","ok",2,"n"
"4170","MM_024","fine","good",3,"n"
"4171","MM_024","talk","loud",1,"n"
"4172","MM_024","talk","quite",2,"n"
"4173","MM_024","talk","blasting",3,"n"
"4174","MM_024","dance","night",1,"n"
"4175","MM_024","dance","red",2,"n"
"4176","MM_024","dance","punch",3,"n"
"4177","MM_024","coke","charli",1,"n"
"4178","MM_024","coke","cola",2,"n"
"4179","MM_024","coke","red",3,"n"
"4180","MM_024","bedroom","blue",1,"n"
"4181","MM_024","bedroom","quiet",2,"n"
"4182","MM_024","bedroom","games",3,"n"
"4183","MM_024","show","tonight",1,"n"
"4184","MM_024","show","movie",2,"n"
"4185","MM_024","show","tv",3,"n"
"4186","MM_024","church","confusing",1,"n"
"4187","MM_024","church","reverent",2,"n"
"4188","MM_024","church","orange",3,"n"
"4189","MM_024","ankle","bone",1,"n"
"4190","MM_024","ankle","purple",2,"n"
"4191","MM_024","ankle","broken",3,"n"
"4192","MM_024","mommy","daddy",1,"n"
"4193","MM_024","mommy","son",2,"n"
"4194","MM_024","mommy","sister",3,"n"
"4195","MM_024","teacher","awful",1,"n"
"4196","MM_024","teacher","mean",2,"n"
"4197","MM_024","teacher","glasses",3,"n"
"4198","MM_024","try","hard",1,"n"
"4199","MM_024","try","up",2,"n"
"4200","MM_024","try","now",3,"n"
"4201","MM_024","empty","hollow",1,"n"
"4202","MM_024","empty","bottom",2,"n"
"4203","MM_024","empty","corner",3,"n"
"4204","MM_024","hug","thoughtful",1,"n"
"4205","MM_024","hug","greeting",2,"n"
"4206","MM_024","hug","amazing",3,"n"
"4207","MM_024","turn","around",1,"n"
"4208","MM_024","turn","about",2,"n"
"4209","MM_024","turn","up",3,"n"
"4210","MM_024","buy","food",1,"n"
"4211","MM_024","buy","clothes",2,"n"
"4212","MM_024","buy","more",3,"n"
"4213","MM_024","yes","no",1,"n"
"4214","MM_024","yes","maybe",2,"n"
"4215","MM_024","yes","possibly",3,"n"
"4216","MM_024","more","less",1,"n"
"4217","MM_024","more","get",2,"n"
"4218","MM_024","more","greed",3,"n"
"4219","MM_024","jump","rope",1,"n"
"4220","MM_024","jump","up",2,"n"
"4221","MM_024","jump","down",3,"n"
"4222","MM_024","kitchen","table",1,"n"
"4223","MM_024","kitchen","chair",2,"n"
"4224","MM_024","kitchen","baking",3,"n"
"4225","MM_024","coffee","cup",1,"n"
"4226","MM_024","coffee","creamer",2,"n"
"4227","MM_024","coffee","shop",3,"n"
"4228","MM_024","pillow","princess",1,"n"
"4229","MM_024","pillow","pea",2,"n"
"4230","MM_024","pillow","slee",3,"n"
"4231","MM_024","thirsty","water",1,"n"
"4232","MM_024","thirsty","hungry",2,"n"
"4233","MM_024","thirsty","dry",3,"n"
"4234","MM_024","doctor","note",1,"n"
"4235","MM_024","doctor","shot",2,"n"
"4236","MM_024","doctor","alcohol",3,"n"
"4237","MM_024","game","football",1,"n"
"4238","MM_024","game","tennis",2,"n"
"4239","MM_024","game","soccer",3,"n"
"4240","MM_024","light","bulb",1,"n"
"4241","MM_024","light","microwave",2,"n"
"4242","MM_024","light","dull",3,"n"
"4243","MM_024","feed","stew",1,"n"
"4244","MM_024","feed","horse",2,"n"
"4245","MM_024","feed","baby",3,"n"
"4246","MM_024","like","tennis",1,"n"
"4247","MM_024","like","love",2,"n"
"4248","MM_024","like","boyfriend",3,"n"
"4249","MM_024","high","low",1,"n"
"4250","MM_024","high","",2,"n"
"4251","MM_024","high","",3,"n"
"4252","MM_024","daddy","mommy",1,"n"
"4253","MM_024","daddy","son",2,"n"
"4254","MM_024","daddy","mother",3,"n"
"4255","MM_024","hat","crochet",1,"n"
"4256","MM_024","hat","sew",2,"n"
"4257","MM_024","hat","mouth",3,"n"
"4258","MM_024","shopping","spree",1,"n"
"4259","MM_024","shopping","shoe",2,"n"
"4260","MM_024","shopping","store",3,"n"
"4261","MM_024","mine","yours",1,"n"
"4262","MM_024","mine","theirs",2,"n"
"4263","MM_024","mine","ours",3,"n"
"4264","MM_024","pizza","cheese",1,"n"
"4265","MM_024","pizza","good",2,"n"
"4266","MM_024","pizza","need",3,"n"
"4267","MM_024","share","together",1,"n"
"4268","MM_024","share","nice",2,"n"
"4269","MM_024","share","kind",3,"n"
"4270","MM_024","kiss","lips",1,"n"
"4271","MM_024","kiss","tongue",2,"n"
"4272","MM_024","kiss","mouth",3,"n"
"4273","MM_024","truck","car",1,"n"
"4274","MM_024","truck","bed",2,"n"
"4275","MM_024","truck","black",3,"n"
"4276","MM_024","little","small",1,"n"
"4277","MM_024","little","big",2,"n"
"4278","MM_024","little","house",3,"n"
"4279","MM_024","love","amazing",1,"n"
"4280","MM_024","love","sometimes",2,"n"
"4281","MM_024","love","few",3,"n"
"4282","MM_024","yogurt","white",1,"n"
"4283","MM_024","yogurt","creamy",2,"n"
"4284","MM_024","yogurt","light",3,"n"
"4285","MM_024","careful","easy",1,"n"
"4286","MM_024","careful","drive",2,"n"
"4287","MM_024","careful","love",3,"n"
"4288","MM_024","run","no",1,"n"
"4289","MM_024","run","hurts",2,"n"
"4290","MM_024","run","breathing",3,"n"
"4291","MM_024","movie","teen",1,"n"
"4292","MM_024","movie","theater",2,"n"
"4293","MM_024","movie","screen",3,"n"
"4294","MM_024","medicine","bottle",1,"n"
"4295","MM_024","medicine","container",2,"n"
"4296","MM_024","medicine","green",3,"n"
"4297","MM_024","climb","miley",1,"n"
"4298","MM_024","climb","mountain",2,"n"
"4299","MM_024","climb","green",3,"n"
"4300","MM_024","with","me",1,"n"
"4301","MM_024","with","sauce",2,"n"
"4302","MM_024","with","cheese",3,"n"
"4303","MM_024","bench","press",1,"n"
"4304","MM_024","bench","wait",2,"n"
"4305","MM_024","bench","ride",3,"n"
"4306","MM_024","why","question",1,"n"
"4307","MM_024","why","how",2,"n"
"4308","MM_024","why","when",3,"n"
"4309","MM_024","purse","pink",1,"n"
"4310","MM_024","purse","woman",2,"n"
"4311","MM_024","purse","",3,"n"
"4312","MM_024","glasses","smart",1,"n"
"4313","MM_024","glasses","reading",2,"n"
"4314","MM_024","glasses","need",3,"n"
"4315","MM_024","tiny","small",1,"n"
"4316","MM_024","tiny","pretty",2,"n"
"4317","MM_024","tiny","preffered",3,"n"
"4318","MM_024","hi","hello",1,"n"
"4319","MM_024","hi","goodbye",2,"n"
"4320","MM_024","hi","hey",3,"n"
"4321","MM_025","yes","no",1,"n"
"4322","MM_025","yes","true",2,"n"
"4323","MM_025","yes","enter",3,"n"
"4324","MM_025","coke","diet",1,"n"
"4325","MM_025","coke","cocaine",2,"n"
"4326","MM_025","coke","drug",3,"n"
"4327","MM_025","game","headphone",1,"n"
"4328","MM_025","game","controller",2,"n"
"4329","MM_025","game","brother",3,"n"
"4330","MM_025","tiny","dog",1,"n"
"4331","MM_025","tiny","cat",2,"n"
"4332","MM_025","tiny","mouse",3,"n"
"4333","MM_025","yogurt","yucky",1,"n"
"4334","MM_025","yogurt","berry",2,"n"
"4335","MM_025","yogurt","banana",3,"n"
"4336","MM_025","church","pray",1,"n"
"4337","MM_025","church","jesus",2,"n"
"4338","MM_025","church","god",3,"n"
"4339","MM_025","little","niece",1,"n"
"4340","MM_025","little","sorority",2,"n"
"4341","MM_025","little","big",3,"n"
"4342","MM_025","kitchen","cook",1,"n"
"4343","MM_025","kitchen","grandmother",2,"n"
"4344","MM_025","kitchen","spoon",3,"n"
"4345","MM_025","doctor","sick",1,"n"
"4346","MM_025","doctor","ill",2,"n"
"4347","MM_025","doctor","shot",3,"n"
"4348","MM_025","hi","hello",1,"n"
"4349","MM_025","hi","hey",2,"n"
"4350","MM_025","hi","bye",3,"n"
"4351","MM_025","hug","sad",1,"n"
"4352","MM_025","hug","love",2,"n"
"4353","MM_025","hug","dog",3,"n"
"4354","MM_025","take","give",1,"n"
"4355","MM_025","take","receive",2,"n"
"4356","MM_025","take","have",3,"n"
"4357","MM_025","tiger","lsu",1,"n"
"4358","MM_025","tiger","mike",2,"n"
"4359","MM_025","tiger","big",3,"n"
"4360","MM_025","ankle","scooter",1,"n"
"4361","MM_025","ankle","hurt",2,"n"
"4362","MM_025","ankle","roll",3,"n"
"4363","MM_025","feed","hungry",1,"n"
"4364","MM_025","feed","brd",2,"n"
"4365","MM_025","feed","horse",3,"n"
"4366","MM_025","people","community",1,"n"
"4367","MM_025","people","church",2,"n"
"4368","MM_025","people","disney",3,"n"
"4369","MM_025","pizza","cheese",1,"n"
"4370","MM_025","pizza","peporini",2,"n"
"4371","MM_025","pizza","cheddar",3,"n"
"4372","MM_025","drive","car",1,"n"
"4373","MM_025","drive","bus",2,"n"
"4374","MM_025","drive","hands",3,"n"
"4375","MM_025","love","boyfriend",1,"n"
"4376","MM_025","love","mom",2,"n"
"4377","MM_025","love","dad",3,"n"
"4378","MM_025","share","give",1,"n"
"4379","MM_025","share","have",2,"n"
"4380","MM_025","share","take",3,"n"
"4381","MM_025","medicine","sick",1,"n"
"4382","MM_025","medicine","illness",2,"n"
"4383","MM_025","medicine","doctor",3,"n"
"4384","MM_025","empty","nothing",1,"n"
"4385","MM_025","empty","useless",2,"n"
"4386","MM_025","empty","cold",3,"n"
"4387","MM_025","sneaker","shoe",1,"n"
"4388","MM_025","sneaker","squeak",2,"n"
"4389","MM_025","sneaker","white",3,"n"
"4390","MM_025","will","you",1,"n"
"4391","MM_025","will","boy",2,"n"
"4392","MM_025","will","can",3,"n"
"4393","MM_025","with","together",1,"n"
"4394","MM_025","with","mom",2,"n"
"4395","MM_025","with","grandma",3,"n"
"4396","MM_025","stand","alone",1,"n"
"4397","MM_025","stand","tall",2,"n"
"4398","MM_025","stand","together",3,"n"
"4399","MM_025","shopping","mom",1,"n"
"4400","MM_025","shopping","money",2,"n"
"4401","MM_025","shopping","rallhlauren",3,"n"
"4402","MM_025","teacher","teach",1,"n"
"4403","MM_025","teacher","grade",2,"n"
"4404","MM_025","teacher","sad",3,"n"
"4405","MM_025","please","thankyou",1,"n"
"4406","MM_025","please","noproblem",2,"n"
"4407","MM_025","please","yes",3,"n"
"4408","MM_025","purse","belongings",1,"n"
"4409","MM_025","purse","hold",2,"n"
"4410","MM_025","purse","strap",3,"n"
"4411","MM_025","climb","tall",1,"n"
"4412","MM_025","climb","tree",2,"n"
"4413","MM_025","climb","scary",3,"n"
"4414","MM_025","kiss","boyfriend",1,"n"
"4415","MM_025","kiss","dog",2,"n"
"4416","MM_025","kiss","friend",3,"n"
"4417","MM_025","dance","homecoming",1,"n"
"4418","MM_025","dance","prom",2,"n"
"4419","MM_025","dance","boy",3,"n"
"4420","MM_025","more","please",1,"n"
"4421","MM_025","more","grateful",2,"n"
"4422","MM_025","more","hungry",3,"n"
"4423","MM_025","daddy","mom",1,"n"
"4424","MM_025","daddy","family",2,"n"
"4425","MM_025","daddy","portection",3,"n"
"4426","MM_025","mine","yours",1,"n"
"4427","MM_025","mine","alone",2,"n"
"4428","MM_025","mine","bed",3,"n"
"4429","MM_025","try","hard",1,"n"
"4430","MM_025","try","more",2,"n"
"4431","MM_025","try","together",3,"n"
"4432","MM_025","coffee","yuck",1,"n"
"4433","MM_025","coffee","smell",2,"n"
"4434","MM_025","coffee","candle",3,"n"
"4435","MM_025","talk","often",1,"n"
"4436","MM_025","talk","alot",2,"n"
"4437","MM_025","talk","much",3,"n"
"4438","MM_025","bedroom","bed",1,"n"
"4439","MM_025","bedroom","lamp",2,"n"
"4440","MM_025","bedroom","kiss",3,"n"
"4441","MM_025","hat","head",1,"n"
"4442","MM_025","hat","lululemon",2,"n"
"4443","MM_025","hat","polo",3,"n"
"4444","MM_025","glasses","eyes",1,"n"
"4445","MM_025","glasses","sun",2,"n"
"4446","MM_025","glasses","shade",3,"n"
"4447","MM_025","high","drugs",1,"n"
"4448","MM_025","high","plane",2,"n"
"4449","MM_025","high","height",3,"n"
"4450","MM_025","like","love",1,"n"
"4451","MM_025","like","laugh",2,"n"
"4452","MM_025","like","live",3,"n"
"4453","MM_025","truck","loud",1,"n"
"4454","MM_025","truck","tall",2,"n"
"4455","MM_025","truck","dirty",3,"n"
"4456","MM_025","why","because",1,"n"
"4457","MM_025","why","answer",2,"n"
"4458","MM_025","why","no",3,"n"
"4459","MM_025","bench","sit",1,"n"
"4460","MM_025","bench","grandpa",2,"n"
"4461","MM_025","bench","ducks",3,"n"
"4462","MM_025","careful","condom",1,"n"
"4463","MM_025","careful","pregnancy",2,"n"
"4464","MM_025","careful","baby",3,"n"
"4465","MM_025","fine","boy",1,"n"
"4466","MM_025","fine","girl",2,"n"
"4467","MM_025","fine","emotion",3,"n"
"4468","MM_025","mommy","fmaily",1,"n"
"4469","MM_025","mommy","love",2,"n"
"4470","MM_025","mommy","happiness",3,"n"
"4471","MM_025","pillow","bed",1,"n"
"4472","MM_025","pillow","cozy",2,"n"
"4473","MM_025","pillow","soft",3,"n"
"4474","MM_025","wind","cold",1,"n"
"4475","MM_025","wind","cool",2,"n"
"4476","MM_025","wind","morning",3,"n"
"4477","MM_025","jump","high",1,"n"
"4478","MM_025","jump","fast",2,"n"
"4479","MM_025","jump","over",3,"n"
"4480","MM_025","buy","money",1,"n"
"4481","MM_025","buy","expensive",2,"n"
"4482","MM_025","buy","cheap",3,"n"
"4483","MM_025","light","god",1,"n"
"4484","MM_025","light","jesus",2,"n"
"4485","MM_025","light","lamo",3,"n"
"4486","MM_025","turn","right",1,"n"
"4487","MM_025","turn","left",2,"n"
"4488","MM_025","turn","straight",3,"n"
"4489","MM_025","run","fast",1,"n"
"4490","MM_025","run","slow",2,"n"
"4491","MM_025","run","turtle",3,"n"
"4492","MM_025","show","gilmoregirls",1,"n"
"4493","MM_025","show","theoffice",2,"n"
"4494","MM_025","show","scoobydoo",3,"n"
"4495","MM_025","movie","titanic",1,"n"
"4496","MM_025","movie","thenotebook",2,"n"
"4497","MM_025","movie","jurassicpark",3,"n"
"4498","MM_025","thirsty","water",1,"n"
"4499","MM_025","thirsty","drpepper",2,"n"
"4500","MM_025","thirsty","hot",3,"n"
"4501","MM_026","show","dog",1,"c"
"4502","MM_026","show","man",2,"c"
"4503","MM_026","show","circus",3,"c"
"4504","MM_026","kiss","booth",1,"c"
"4505","MM_026","kiss","game",2,"c"
"4506","MM_026","kiss","date",3,"c"
"4507","MM_026","will","test",1,"c"
"4508","MM_026","will","game",2,"c"
"4509","MM_026","will","document",3,"c"
"4510","MM_026","high","rollercoaster",1,"c"
"4511","MM_026","high","beam",2,"c"
"4512","MM_026","high","jump",3,"c"
"4513","MM_026","tiger","zoo",1,"c"
"4514","MM_026","tiger","circus",2,"c"
"4515","MM_026","tiger","mike",3,"c"
"4516","MM_026","church","jesus",1,"c"
"4517","MM_026","church","cross",2,"c"
"4518","MM_026","church","bible",3,"c"
"4519","MM_026","light","house",1,"c"
"4520","MM_026","light","colorful",2,"c"
"4521","MM_026","light","room",3,"c"
"4522","MM_026","tiny","mouse",1,"c"
"4523","MM_026","tiny","pennies",2,"c"
"4524","MM_026","tiny","pebbles",3,"c"
"4525","MM_026","bench","seat",1,"c"
"4526","MM_026","bench","brown",2,"c"
"4527","MM_026","bench","people",3,"c"
"4528","MM_026","sneaker","jordans",1,"c"
"4529","MM_026","sneaker","nikes",2,"c"
"4530","MM_026","sneaker","running",3,"c"
"4531","MM_026","teacher","apple",1,"c"
"4532","MM_026","teacher","learn",2,"c"
"4533","MM_026","teacher","glasses",3,"c"
"4534","MM_026","yogurt","fruit",1,"c"
"4535","MM_026","yogurt","healthy",2,"c"
"4536","MM_026","yogurt","pink",3,"c"
"4537","MM_026","buy","sell",1,"c"
"4538","MM_026","buy","money",2,"c"
"4539","MM_026","buy","green",3,"c"
"4540","MM_026","take","give",1,"c"
"4541","MM_026","take","steal",2,"c"
"4542","MM_026","take","mean",3,"c"
"4543","MM_026","stand","up",1,"c"
"4544","MM_026","stand","legs",2,"c"
"4545","MM_026","stand","stretch",3,"c"
"4546","MM_026","hug","squeeze",1,"c"
"4547","MM_026","hug","love",2,"c"
"4548","MM_026","hug","nice",3,"c"
"4549","MM_026","talk","conversation",1,"c"
"4550","MM_026","talk","disagree",2,"c"
"4551","MM_026","talk","flirt",3,"c"
"4552","MM_026","careful","cautious",1,"c"
"4553","MM_026","careful","gentle",2,"c"
"4554","MM_026","careful","priceless",3,"c"
"4555","MM_026","why","confused",1,"c"
"4556","MM_026","why","sad",2,"c"
"4557","MM_026","why","upset",3,"c"
"4558","MM_026","little","big",1,"c"
"4559","MM_026","little","tiny",2,"c"
"4560","MM_026","little","kids",3,"c"
"4561","MM_026","pillow","soft",1,"c"
"4562","MM_026","pillow","warm",2,"c"
"4563","MM_026","pillow","fluffy",3,"c"
"4564","MM_026","drive","home",1,"c"
"4565","MM_026","drive","car",2,"c"
"4566","MM_026","drive","nissan",3,"c"
"4567","MM_026","hi","greet",1,"c"
"4568","MM_026","hi","meet",2,"c"
"4569","MM_026","hi","yearn",3,"c"
"4570","MM_026","run","fast",1,"c"
"4571","MM_026","run","scared",2,"c"
"4572","MM_026","run","chase",3,"c"
"4573","MM_026","people","students",1,"c"
"4574","MM_026","people","girlfriend",2,"c"
"4575","MM_026","people","professor",3,"c"
"4576","MM_026","daddy","mommy",1,"c"
"4577","MM_026","daddy","father",2,"c"
"4578","MM_026","daddy","brother",3,"c"
"4579","MM_026","yes","no",1,"c"
"4580","MM_026","yes","correct",2,"c"
"4581","MM_026","yes","agree",3,"c"
"4582","MM_026","mommy","mamcita",1,"c"
"4583","MM_026","mommy","family",2,"c"
"4584","MM_026","mommy","gentle",3,"c"
"4585","MM_026","more","less",1,"c"
"4586","MM_026","more","given",2,"c"
"4587","MM_026","more","need",3,"c"
"4588","MM_026","ankle","body",1,"c"
"4589","MM_026","ankle","leg",2,"c"
"4590","MM_026","ankle","foot",3,"c"
"4591","MM_026","bedroom","comfy",1,"c"
"4592","MM_026","bedroom","pink",2,"c"
"4593","MM_026","bedroom","dark",3,"c"
"4594","MM_026","movie","wath",1,"c"
"4595","MM_026","movie","watch",2,"c"
"4596","MM_026","movie","cinema",3,"c"
"4597","MM_026","hat","beanie",1,"c"
"4598","MM_026","hat","cold",2,"c"
"4599","MM_026","hat","hair",3,"c"
"4600","MM_026","jump","high",1,"c"
"4601","MM_026","jump","bridge",2,"c"
"4602","MM_026","jump","dance",3,"c"
"4603","MM_026","please","beg",1,"c"
"4604","MM_026","please","ask",2,"c"
"4605","MM_026","please","want",3,"c"
"4606","MM_026","with","together",1,"c"
"4607","MM_026","with","friends",2,"c"
"4608","MM_026","with","ride",3,"c"
"4609","MM_026","glasses","contacts",1,"c"
"4610","MM_026","glasses","sight",2,"c"
"4611","MM_026","glasses","blurry",3,"c"
"4612","MM_026","shopping","money",1,"c"
"4613","MM_026","shopping","clothes",2,"c"
"4614","MM_026","shopping","happy",3,"c"
"4615","MM_026","thirsty","water",1,"c"
"4616","MM_026","thirsty","drink",2,"c"
"4617","MM_026","thirsty","juice",3,"c"
"4618","MM_026","empty","shallow",1,"c"
"4619","MM_026","empty","dark",2,"c"
"4620","MM_026","empty","gone",3,"c"
"4621","MM_026","kitchen","cook",1,"c"
"4622","MM_026","kitchen","food",2,"c"
"4623","MM_026","kitchen","pa",3,"c"
"4624","MM_026","feed","eat",1,"c"
"4625","MM_026","feed","baby",2,"c"
"4626","MM_026","feed","food",3,"c"
"4627","MM_026","climb","rocks",1,"c"
"4628","MM_026","climb","strong",2,"c"
"4629","MM_026","climb","arms",3,"c"
"4630","MM_026","share","give",1,"c"
"4631","MM_026","share","nice",2,"c"
"4632","MM_026","share","care",3,"c"
"4633","MM_026","doctor","professor",1,"c"
"4634","MM_026","doctor","hospital",2,"c"
"4635","MM_026","doctor","money",3,"c"
"4636","MM_026","love","miss",1,"c"
"4637","MM_026","love","yearn",2,"c"
"4638","MM_026","love","heart",3,"c"
"4639","MM_026","truck","green",1,"c"
"4640","MM_026","truck","big",2,"c"
"4641","MM_026","truck","diesel",3,"c"
"4642","MM_026","game","monopoly",1,"c"
"4643","MM_026","game","checkers",2,"c"
"4644","MM_026","game","fun",3,"c"
"4645","MM_026","coffee","grounds",1,"c"
"4646","MM_026","coffee","brown",2,"c"
"4647","MM_026","coffee","caffiene",3,"c"
"4648","MM_026","pizza","italy",1,"c"
"4649","MM_026","pizza","pepperoni",2,"c"
"4650","MM_026","pizza","good",3,"c"
"4651","MM_026","coke","diet",1,"c"
"4652","MM_026","coke","brown",2,"c"
"4653","MM_026","coke","fizzy",3,"c"
"4654","MM_026","medicine","sick",1,"c"
"4655","MM_026","medicine","health",2,"c"
"4656","MM_026","medicine","help",3,"c"
"4657","MM_026","try","hard",1,"c"
"4658","MM_026","try","work",2,"c"
"4659","MM_026","try","give",3,"c"
"4660","MM_026","dance","strong",1,"c"
"4661","MM_026","dance","flexible",2,"c"
"4662","MM_026","dance","kid",3,"c"
"4663","MM_026","mine","yours",1,"c"
"4664","MM_026","mine","possess",2,"c"
"4665","MM_026","mine","have",3,"c"
"4666","MM_026","purse","coach",1,"c"
"4667","MM_026","purse","labubu",2,"c"
"4668","MM_026","purse","brown",3,"c"
"4669","MM_026","turn","time",1,"c"
"4670","MM_026","turn","fair",2,"c"
"4671","MM_026","turn","round",3,"c"
